"Date","Building","Strategy","MAPE"
2013-03-20,"MHP","DUTY",0.105829016467793
2013-03-22,"MHP","DUTY",0.217650874797278
2013-03-26,"MHP","DUTY",0.0793084224831153
2013-03-28,"MHP","DUTY",0.0438655752988399
2013-10-22,"MHP","DUTY",0.0601523837541129
2013-10-24,"MHP","DUTY",0.0598377623181603
2013-10-28,"MHP","DUTY",0.0482174707422833
2013-11-01,"MHP","DUTY",0.042381499438522
2012-11-26,"MRF","VFD",0.110914875157465
2012-11-30,"MRF","VFD",0.049070369582901
2012-12-04,"MRF","VFD",0.0702460352890604
2012-12-06,"MRF","VFD",0.0777432318927967
2013-03-04,"MRF","VFD",0.15807099411004
2013-03-06,"MRF","VFD",0.121028215334775
2013-03-08,"MRF","VFD",0.143743626824811
2013-03-12,"MRF","VFD",1.03235968423818
2013-10-22,"MRF","VFD",0.0474838158787809
2013-10-24,"MRF","VFD",0.0921075296687848
2013-10-28,"MRF","VFD",0.132203119929605
2013-11-01,"MRF","VFD",0.0693833903086877
2013-03-20,"OHE","GTR",0.206840582084727
2013-03-22,"OHE","GTR",0.192944307339287
2013-03-26,"OHE","GTR",0.0861410697791628
2013-03-28,"OHE","GTR",0.223704274962058
2013-04-01,"OHE","VFD",0.0516942267717069
2013-04-03,"OHE","VFD",0.0339301784965417
2013-04-05,"OHE","VFD",0.0732957893190922
2013-04-09,"OHE","VFD",0.036692095373169
2013-04-11,"OHE","VFD",0.0531434644353176
2013-04-15,"OHE","GTR & VFD",0.0890807315473953
2013-04-17,"OHE","GTR & VFD",0.0861841600948735
2013-04-19,"OHE","GTR & VFD",0.0623381509738011
2013-04-23,"OHE","GTR & VFD",0.0275199374830124
2013-04-25,"OHE","GTR & VFD",0.0271575267915069
2013-09-23,"OHE","GTR",0.105413290141128
2013-10-22,"OHE","GTR",0.121589944201985
2013-10-24,"OHE","GTR",0.0939195966708043
2013-10-28,"OHE","VFD",0.0404095647544359
2013-11-01,"OHE","VFD",0.0255981189281562
2013-11-05,"OHE","VFD",0.0408513451256834
2013-11-07,"OHE","VFD",0.0408740752389892
2013-11-11,"OHE","GTR & VFD",0.0313814593958573
2013-11-13,"OHE","GTR & VFD",0.042034161707026
2013-11-15,"OHE","GTR & VFD",0.051195415281791
2013-11-19,"OHE","GTR & VFD",0.0360284717774678
2013-11-21,"OHE","GTR & VFD",0.0427648817780912
2013-12-02,"OHE","GTR",0.119946050125099
2013-12-04,"OHE","GTR",0.100293091003854
2013-12-06,"OHE","GTR",0.102073250913006
2013-03-18,"SAL","VFD",0.0445001522764393
2013-03-20,"SAL","VFD",0.0758919645762938
2013-03-22,"SAL","VFD",0.0173637924715911
2013-03-26,"SAL","VFD",0.0285064521947586
2013-03-28,"SAL","VFD",0.0713363970809602
2013-04-01,"SAL","DUTY",0.018553210912315
2013-04-03,"SAL","DUTY",0.0226660818530502
2013-04-05,"SAL","DUTY",0.0198333774874349
2013-04-09,"SAL","DUTY",0.028078686696718
2013-04-11,"SAL","DUTY",0.0287319823156753
2013-04-15,"SAL","VFD & DUTY",0.050734413635023
2013-04-17,"SAL","VFD & DUTY",0.018170728948118
2013-04-19,"SAL","VFD & DUTY",0.0155108499025686
2013-04-23,"SAL","VFD & DUTY",0.0430828433405455
2013-04-25,"SAL","VFD & DUTY",0.0172510176824967
2013-10-22,"SAL","VFD",0.0613074368275844
2013-10-24,"SAL","VFD",0.0388216132846275
2013-10-28,"SAL","DUTY",0.0287650648499288
2013-11-01,"SAL","DUTY",0.0491912929258762
2013-11-05,"SAL","DUTY",0.0342841918450834
2013-11-07,"SAL","DUTY",0.0342447238314403
2013-11-11,"SAL","VFD & DUTY",0.0359636718305955
2013-11-13,"SAL","VFD & DUTY",0.0235275814848459
2013-11-15,"SAL","VFD & DUTY",0.0359635843039258
2013-11-19,"SAL","VFD & DUTY",0.021322635330608
2013-11-21,"SAL","VFD & DUTY",0.0173729405891418
2013-12-02,"SAL","VFD",0.043470536213748
2013-12-04,"SAL","VFD",0.0380786658778542
2013-12-06,"SAL","VFD",0.0470843911919352
2012-11-26,"SCB","GTR",0.0747229346306679
2012-11-30,"SCB","GTR",0.0595419714980596
2012-12-04,"SCB","GTR",0.0738564148223039
2012-12-06,"SCB","GTR",0.0417474108820466
2012-12-10,"SCB","VFD",0.158965857713484
2012-12-14,"SCB","VFD",0.0383624349896978
2013-01-15,"SCB","VFD",0.106310873959478
2013-01-17,"SCB","VFD",0.197802944474432
2013-01-23,"SCB","GTR & VFD",0.0927756278587454
2013-01-25,"SCB","GTR & VFD",0.250661696299274
2013-01-29,"SCB","GTR & VFD",0.178242375776099
2013-01-31,"SCB","GTR & VFD",0.125601555134549
2013-02-04,"SCB","GTR & VFD",0.175912714547335
2013-03-04,"SCB","GTR",0.0292233573710609
2013-03-06,"SCB","GTR",0.0695343853558517
2013-03-08,"SCB","GTR",0.0966248423635531
2013-03-12,"SCB","GTR",0.36769272173489
2013-03-18,"SCB","VFD",0.211342526660038
2013-03-20,"SCB","VFD",0.0656150221998002
2013-03-22,"SCB","VFD",0.0482987808566434
2013-03-26,"SCB","VFD",0.0779127170042236
2013-03-28,"SCB","VFD",0.0625050049414441
2013-04-01,"SCB","GTR & VFD",0.0501140744734432
2013-04-03,"SCB","GTR & VFD",0.087954773007555
2013-04-05,"SCB","GTR & VFD",0.0798553906056964
2013-04-09,"SCB","GTR & VFD",0.103565721729167
2013-04-11,"SCB","GTR & VFD",0.0481380529170309
2013-10-22,"SCB","GTR",0.0669127546251145
2013-10-24,"SCB","GTR",0.103770594350046
2013-10-28,"SCB","VFD",0.0598714248531651
2013-11-01,"SCB","VFD",0.0658141026113054
2013-11-05,"SCB","VFD",0.065759371841804
2013-11-07,"SCB","VFD",0.114051111610005
2013-11-11,"SCB","GTR & VFD",0.0478361694593636
2013-11-13,"SCB","GTR & VFD",0.0374642234285714
2013-11-15,"SCB","GTR & VFD",0.0457730348357372
2013-11-19,"SCB","GTR & VFD",0.109727322192766
2013-11-21,"SCB","GTR & VFD",0.0436505515382326
2013-12-02,"SCB","GTR",0.0862870687812938
2013-12-06,"SCB","GTR",0.0527722631504121
2013-01-25,"SCE","VFD",0.6272669335625
2013-01-29,"SCE","VFD",0.28941393546875
2013-01-31,"SCE","VFD",0.346507147265625
2013-02-04,"SCE","VFD",0.351645859505208
2013-03-04,"SCE","VFD",0.312281429791667
2013-03-06,"SCE","VFD",1.69357380953125
2013-03-08,"SCE","VFD",0.34979895821875
2013-03-12,"SCE","VFD",0.646729137947917
2013-10-22,"SCE","VFD",0.35623530134375
2013-10-24,"SCE","VFD",0.327785186166667
2013-10-28,"SCE","VFD",0.4372078515
2013-11-01,"SCE","VFD",0.4846616553125
2013-03-18,"SCX","GTR",0.113582547805208
2013-03-20,"SCX","GTR",0.13884125528125
2013-03-22,"SCX","GTR",0.141580225838542
2013-03-26,"SCX","GTR",0.128703913557292
2013-03-28,"SCX","GTR",0.103498253651042
2013-04-01,"SCX","VFD",0.1767375534375
2013-04-03,"SCX","VFD",0.113982540251042
2013-04-05,"SCX","VFD",0.08213006240625
2013-04-09,"SCX","VFD",0.0795641420854167
2013-04-11,"SCX","VFD",0.111889023084375
2013-04-15,"SCX","GTR & VFD",0.191400304383333
2013-04-17,"SCX","GTR & VFD",0.105587831051042
2013-04-19,"SCX","GTR & VFD",0.1278707877125
2013-04-23,"SCX","GTR & VFD",0.142725698211458
2013-04-25,"SCX","GTR & VFD",0.0664976389718751
2013-10-22,"SCX","GTR",0.0810156699135417
2013-10-24,"SCX","GTR",0.10819730430625
2013-10-28,"SCX","VFD",0.128071882128125
2013-11-01,"SCX","VFD",0.120180488447917
2013-11-05,"SCX","VFD",0.110364438425
2013-11-07,"SCX","VFD",0.133436795520833
2013-11-11,"SCX","GTR & VFD",0.085018283509375
2013-11-13,"SCX","GTR & VFD",0.0826948996114583
2013-11-15,"SCX","GTR & VFD",0.1297564688125
2013-11-19,"SCX","GTR & VFD",0.097033826203125
2013-11-21,"SCX","GTR & VFD",0.101844350846875
2013-12-02,"SCX","GTR",0.0912723998145833
2013-12-06,"SCX","GTR",0.1704487735
2013-03-18,"SLH","DUTY",0.0675330676556085
2013-03-20,"SLH","DUTY",0.0542902390768925
2013-03-22,"SLH","DUTY",0.146680940931625
2013-03-26,"SLH","DUTY",0.0945323558150397
2013-03-28,"SLH","DUTY",0.0657892441477394
2013-10-22,"SLH","DUTY",0.0516276438606373
2013-10-24,"SLH","DUTY",0.0717047856859733
2013-10-28,"SLH","DUTY",0.100787624843017
2013-11-01,"SLH","DUTY",0.240424149652457
2013-01-23,"SOS","GTR",0.0492442233323935
2013-01-25,"SOS","GTR",0.0451571967158208
2013-01-29,"SOS","GTR",0.0598709382912712
2013-01-31,"SOS","GTR",0.0549830819005492
2013-02-04,"SOS","VFD",0.0847815665660255
2013-02-06,"SOS","VFD",0.0295936744709643
2013-02-08,"SOS","VFD",0.0559063626344505
2013-02-12,"SOS","VFD",0.0232392647540582
2013-02-14,"SOS","VFD",0.0758737772516729
2013-02-26,"SOS","GTR & VFD",0.0509181924320608
2013-02-28,"SOS","GTR & VFD",0.059307940248824
2013-03-04,"SOS","GTR",0.0326344678353097
2013-03-06,"SOS","GTR",0.0339003732406289
2013-03-08,"SOS","GTR",0.0441095563351813
2013-03-12,"SOS","GTR",1.01607232360721
2013-03-18,"SOS","VFD",0.0175317792779055
2013-03-20,"SOS","VFD",0.0127349629411581
2013-03-22,"SOS","VFD",0.00873494501556304
2013-03-26,"SOS","VFD",0.0487150084198621
2013-03-28,"SOS","VFD",0.0205257141061011
2013-04-01,"SOS","GTR & VFD",0.163007483390609
2013-04-03,"SOS","GTR & VFD",0.137169357095748
2013-04-05,"SOS","GTR & VFD",0.220975654375204
2013-04-09,"SOS","GTR & VFD",0.148570618471807
2013-04-11,"SOS","GTR & VFD",0.0836899014061197
2013-10-22,"SOS","GTR",0.0786658006389137
2013-10-24,"SOS","GTR",0.0561822825666092
2013-10-28,"SOS","VFD",0.150699710451721
2013-11-01,"SOS","VFD",0.0130185091653756
2013-11-05,"SOS","VFD",0.126029297929276
2013-11-07,"SOS","VFD",0.0391672882924818
2013-11-11,"SOS","GTR & VFD",0.0459733108107014
2013-11-13,"SOS","GTR & VFD",0.088162543232376
2013-03-20,"STU","GTR",0.200138725895866
2013-03-22,"STU","GTR",0.248892484235661
2013-03-26,"STU","GTR",0.22116700525397
2013-03-28,"STU","GTR",0.209864918008847
2013-04-01,"STU","VFD",0.0419652947045463
2013-04-03,"STU","VFD",0.0446350217222958
2013-04-05,"STU","VFD",0.194081886248638
2013-04-09,"STU","VFD",0.0446019556650552
2013-04-11,"STU","VFD",0.0754073521464224
2013-04-15,"STU","GTR & VFD",0.0214285227600844
2013-04-17,"STU","GTR & VFD",0.0436300410514193
2013-04-19,"STU","GTR & VFD",0.0925791464886298
2013-04-23,"STU","GTR & VFD",0.03115167477207
2013-04-25,"STU","GTR & VFD",0.0368162253198417
2013-10-22,"STU","VFD",0.186709222006324
2013-10-24,"STU","VFD",0.176650339758185
2013-10-28,"STU","VFD",0.0503725541440035
2013-11-01,"STU","VFD",0.0322659035127805
2013-02-25,"SWC","GTR",0.0644726283608193
2013-02-27,"SWC","GTR",0.0355353899228347
2013-03-01,"SWC","GTR",0.0895084808851016
2013-03-04,"SWC","VFD",0.141886821092699
2013-03-06,"SWC","VFD",0.0991576954212565
2013-03-08,"SWC","VFD",0.105916707202706
2013-03-12,"SWC","VFD",1.10700685530224
2013-03-18,"SWC","GTR & VFD",0.0628448278539865
2013-03-20,"SWC","GTR & VFD",0.0211795592018801
2013-03-22,"SWC","GTR & VFD",0.0863803773213587
2013-03-26,"SWC","GTR & VFD",0.0850960844338714
2013-03-28,"SWC","GTR & VFD",0.0709223512732731
2013-04-01,"SWC","GTR",0.0613450648953399
2013-04-03,"SWC","GTR",0.0343820210130036
2013-04-05,"SWC","GTR",0.0536939320494054
2013-09-24,"SWC","GTR",0.0650870056552157
2013-09-26,"SWC","GTR",0.041812720137933
2013-10-22,"SWC","GTR",0.0650504825717191
2013-10-24,"SWC","GTR",0.0262432352145079
2013-10-28,"SWC","VFD",0.0690749879757092
2013-11-01,"SWC","VFD",0.18472457275252
2013-11-05,"SWC","VFD",0.0907815787523676
2013-11-07,"SWC","VFD",0.155823285909329
2013-11-11,"SWC","GTR & VFD",0.0664059338392603
2013-11-13,"SWC","GTR & VFD",0.0550134089047318
2013-11-15,"SWC","GTR & VFD",0.0548754659542899
2013-11-19,"SWC","GTR & VFD",0.0303509772124442
2013-11-21,"SWC","GTR & VFD",0.106210631363847
2013-12-02,"SWC","GTR",0.0554784705393753
2013-12-04,"SWC","GTR",0.0368755006317028
2013-12-06,"SWC","GTR",0.0502422781884423
2013-01-23,"TCC","GTR",0.0657847057381178
2013-01-25,"TCC","GTR",0.0194120385519536
2013-01-29,"TCC","GTR",0.0238607165386687
2013-01-31,"TCC","GTR",0.0115196885658849
2013-02-04,"TCC","VFD",0.0719429483571057
2013-02-06,"TCC","VFD",0.0861276962999221
2013-02-08,"TCC","VFD",0.0610199082864948
2013-02-12,"TCC","VFD",0.0804998664928304
2013-02-14,"TCC","VFD",0.0641105708149643
2013-02-26,"TCC","GTR & VFD",0.0108899433460407
2013-02-28,"TCC","GTR & VFD",0.050894105157368
2013-03-04,"TCC","GTR",0.017033535795264
2013-03-06,"TCC","GTR",0.0280796335493839
2013-03-08,"TCC","GTR",0.0233171872137162
2013-03-12,"TCC","GTR",0.0193164153980803
2013-03-20,"TCC","VFD",0.218637392270656
2013-03-22,"TCC","VFD",0.233071445991997
2013-03-26,"TCC","VFD",0.0701819423261393
2013-03-28,"TCC","VFD",0.0609800564186531
2013-04-01,"TCC","GTR & VFD",0.0635313805802909
2013-04-03,"TCC","GTR & VFD",0.0420035518540884
2013-04-05,"TCC","GTR & VFD",0.0709985977593142
2013-04-09,"TCC","GTR & VFD",0.075982409271199
2013-04-11,"TCC","GTR & VFD",0.0615796051748592
2013-10-22,"TCC","GTR",0.104200758123904
2013-10-24,"TCC","GTR",0.0728187706885472
2013-10-28,"TCC","VFD",0.0567531644014162
2013-11-01,"TCC","VFD",0.0640141704498699
2013-11-05,"TCC","VFD",0.107754594017294
2013-11-07,"TCC","VFD",0.0750333306748331
2013-11-11,"TCC","GTR & VFD",0.0407379075691393
2013-11-13,"TCC","GTR & VFD",0.0399066995813795
2013-11-15,"TCC","GTR & VFD",0.0825784435679479
2013-11-19,"TCC","GTR & VFD",0.0519285065736402
2013-11-21,"TCC","GTR & VFD",0.0127085309420093
2013-12-02,"TCC","GTR",0.0203137021138278
2013-12-04,"TCC","GTR",0.0314198878913757
2013-12-06,"TCC","GTR",0.0162967767429106
2013-03-18,"THH","VFD",0.0364128277104238
2013-03-20,"THH","VFD",0.0810277925803277
2013-03-22,"THH","VFD",0.0358601257904508
2013-03-26,"THH","VFD",0.0424013316942777
2013-03-28,"THH","VFD",0.0543638031474752
2013-04-01,"THH","DUTY",0.018152795150975
2013-04-03,"THH","DUTY",0.0254990997696956
2013-04-05,"THH","DUTY",0.0830422042475565
2013-04-09,"THH","DUTY",0.0412087461073313
2013-04-11,"THH","DUTY",0.0939555652383473
2013-04-15,"THH","VFD & DUTY",0.0382126293070966
2013-04-17,"THH","VFD & DUTY",0.104849312215338
2013-04-19,"THH","VFD & DUTY",0.0503048968577826
2013-04-23,"THH","VFD & DUTY",0.170729678874573
2013-04-25,"THH","VFD & DUTY",0.0400933584171844
2013-10-22,"THH","VFD",0.0774040297197339
2013-10-24,"THH","VFD",0.0446283803437575
2013-10-28,"THH","DUTY",0.0480335953943991
2013-11-01,"THH","DUTY",0.0865022304914818
2013-11-05,"THH","DUTY",0.0462624671549143
2013-11-07,"THH","DUTY",0.0403571867273645
2013-11-11,"THH","VFD & DUTY",0.0692871914251034
2013-11-13,"THH","VFD & DUTY",0.0561820920410528
2013-11-15,"THH","VFD & DUTY",0.125020451042121
2013-11-19,"THH","VFD & DUTY",0.0621686851794304
2013-11-21,"THH","VFD & DUTY",0.0532147185512809
2013-12-02,"THH","VFD",0.039252265181126
2013-12-06,"THH","VFD",0.0581952508594792
2013-01-23,"VKC","GTR",0.0303696526785407
2013-01-25,"VKC","GTR",0.164586322573311
2013-01-29,"VKC","GTR",0.0745716775421268
2013-01-31,"VKC","GTR",0.11626504548141
2013-02-04,"VKC","VFD",0.203153067812304
2013-02-06,"VKC","VFD",0.150723334773193
2013-02-08,"VKC","VFD",0.0956059143247511
2013-02-12,"VKC","VFD",0.191444334858814
2013-02-14,"VKC","VFD",0.156603106263026
2013-02-26,"VKC","DUTY",0.10625910694294
2013-02-28,"VKC","DUTY",0.0247591166395891
2013-03-04,"VKC","GTR & VFD",0.132725699622122
2013-03-06,"VKC","GTR & VFD",0.124214656746165
2013-03-08,"VKC","GTR & VFD",0.139966336751814
2013-03-12,"VKC","GTR & VFD",1.09881455691219
2013-03-18,"VKC","GTR & DUTY",0.147979658751233
2013-03-20,"VKC","GTR & DUTY",0.10236164129048
2013-03-22,"VKC","GTR & DUTY",0.187547942741556
2013-03-26,"VKC","GTR & DUTY",0.0961544942201579
2013-03-28,"VKC","GTR & DUTY",0.0688982844173087
2013-04-01,"VKC","VFD & DUTY",0.100241524339047
2013-04-03,"VKC","VFD & DUTY",0.146842578955841
2013-04-05,"VKC","VFD & DUTY",0.109100727314089
2013-04-09,"VKC","VFD & DUTY",0.10043887813742
2013-04-11,"VKC","VFD & DUTY",0.149093198947233
2013-04-15,"VKC","GTR & VFD & DUTY",0.126737787436444
2013-04-17,"VKC","GTR & VFD & DUTY",0.314243243507198
2013-04-19,"VKC","GTR & VFD & DUTY",0.118410207566461
2013-04-23,"VKC","GTR & VFD & DUTY",0.106004810456532
2013-04-25,"VKC","GTR & VFD & DUTY",0.14100176598594
2013-10-22,"VKC","GTR",0.0253411195010795
2013-10-24,"VKC","GTR",0.0407166414728989
2013-10-28,"VKC","VFD",0.241992996298433
2013-11-01,"VKC","VFD",0.0655606683980039
2013-11-05,"VKC","VFD",0.0213813324255971
2013-11-07,"VKC","VFD",0.0184225017947842
2013-11-11,"VKC","DUTY",0.0436834927378518
2013-11-13,"VKC","DUTY",0.0331263859274115
2013-11-15,"VKC","DUTY",0.110283044961114
2013-11-19,"VKC","DUTY",0.0194199125588824
2013-11-21,"VKC","DUTY",0.0504277890017484
2013-12-02,"VKC","GTR & VFD",0.254852042171384
2013-12-04,"VKC","GTR & VFD",0.168435255986444
2013-12-06,"VKC","GTR & VFD",0.105467579244632
2012-11-26,"WAH","VFD",0.050869961915278
2012-11-30,"WAH","VFD",0.0519233725784108
2012-12-04,"WAH","VFD",0.045294827188507
2012-12-06,"WAH","VFD",0.097580044787604
2013-03-04,"WAH","VFD",0.0980106183063534
2013-03-06,"WAH","VFD",0.0474398782523206
2013-03-08,"WAH","VFD",0.0498350603792447
2013-03-12,"WAH","VFD",1.24466791566213
2013-10-22,"WAH","VFD",0.184929778558473
2013-10-24,"WAH","VFD",0.171562123414477
2013-10-28,"WAH","VFD",0.146631821811736
2013-11-01,"WAH","VFD",0.0603706384890692
2013-03-18,"WPH","GTR",0.0623861697318088
2013-03-20,"WPH","GTR",0.0507206519569683
2013-03-22,"WPH","GTR",0.0509938456775759
2013-03-26,"WPH","GTR",0.0228670534612045
2013-03-28,"WPH","GTR",0.0364525152799779
2013-04-01,"WPH","VFD",0.0719598344894052
2013-04-03,"WPH","VFD",0.0475999599954385
2013-04-05,"WPH","VFD",0.12708789874514
2013-04-09,"WPH","VFD",0.0600033499210582
2013-04-11,"WPH","VFD",0.0120841149570315
2013-04-15,"WPH","DUTY",0.0302142008280917
2013-04-17,"WPH","DUTY",0.0288574711413798
2013-04-19,"WPH","DUTY",0.0354655360539684
2013-04-23,"WPH","DUTY",0.0452836135710895
2013-04-25,"WPH","DUTY",0.0228619938429389
2013-05-20,"WPH","GTR & VFD",0.0801790045837367
2013-05-22,"WPH","GTR & VFD",0.0949056580864612
2013-05-24,"WPH","GTR & VFD",0.129458043400609
2013-05-28,"WPH","GTR & VFD",0.0179844450835933
2013-05-30,"WPH","GTR & VFD",0.0111957362074011
2013-06-03,"WPH","GTR & DUTY",0.0462170775512896
2013-06-05,"WPH","GTR & DUTY",0.0441206518197143
2013-06-07,"WPH","GTR & DUTY",0.0240516528360949
2013-06-09,"WPH","GTR & VFD",0.101451706990984
2013-06-10,"WPH","VFD & DUTY",0.402445924551937
2013-06-12,"WPH","VFD & DUTY",0.0819785687173467
2013-06-14,"WPH","VFD & DUTY",0.0647099269255139
2013-06-18,"WPH","VFD & DUTY",0.162160194822034
2013-06-20,"WPH","VFD & DUTY",0.170326934904062
2013-06-24,"WPH","GTR & VFD & DUTY",0.0772993924333322
2013-06-26,"WPH","GTR & VFD & DUTY",0.0400358366805815
2013-06-28,"WPH","GTR & VFD & DUTY",0.0217786744944587
2013-07-09,"WPH","GTR & VFD & DUTY",0.114204338236242
2013-07-11,"WPH","GTR & VFD & DUTY",0.0472461180923412
2013-10-22,"WPH","GTR",0.0926812159971518
2013-10-24,"WPH","GTR",0.066993849883998
2013-10-28,"WPH","VFD",0.069693373782776
2013-11-01,"WPH","VFD",0.112424698552044
2013-11-05,"WPH","VFD",0.0174182154324454
2013-11-07,"WPH","VFD",0.137933238149098
2013-11-11,"WPH","DUTY",0.0787490059016026
2013-11-13,"WPH","DUTY",0.0295116720883445
